
2024/03/01 (18:33:02) | ===> btop++ v.1.3.2
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:44:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
